Long,Lat                  Streetscore    Network      Match
-74.00898,40.716976             Safe     Unsafe      False
-74.009727,40.716976            Safe       Safe       True
-74.010101,40.716976            Safe       Safe       True
-74.010857,40.716976            Safe       Safe       True
-74.011238,40.71698             Safe       Safe       True
-74.012001,40.716984            Safe       Safe       True
-74.01239,40.716984             Safe       Safe       True
-74.013168,40.716991            Safe       Safe       True
-74.013557,40.716995            Safe       Safe       True
-74.014343,40.717007            Safe       Safe       True
-74.014732,40.71703             Safe       Safe       True
-73.977943,40.717274            Safe     Unsafe      False
-73.978722,40.717285            Safe     Unsafe      False
-73.979111,40.717289            Safe       Safe       True
-73.979874,40.717297            Safe       Safe       True
-73.980255,40.717297            Safe       Safe       True
-73.98214,40.7173               Safe       Safe       True
-73.982521,40.7173              Safe       Safe       True
-73.983269,40.7173              Safe       Safe       True
-73.983643,40.7173              Safe       Safe       True
-73.984398,40.7173              Safe       Safe       True
-73.984772,40.7173              Safe       Safe       True
-73.985519,40.7173              Safe       Safe       True
-73.985893,40.7173              Safe       Safe       True
-73.986649,40.7173              Safe       Safe       True
-73.987022,40.7173              Safe       Safe       True
-73.98777,40.7173               Safe       Safe       True
-73.988144,40.7173              Safe       Safe       True
-73.988899,40.7173              Safe       Safe       True
-73.989273,40.7173              Safe       Safe       True
-73.990021,40.7173              Safe       Safe       True
-73.990402,40.7173              Safe       Safe       True
-73.99115,40.7173               Safe       Safe       True
-73.991524,40.7173              Safe       Safe       True
-73.992279,40.7173              Safe       Safe       True
-73.992653,40.7173              Safe       Safe       True
-73.993401,40.7173              Safe       Safe       True
-73.993774,40.7173              Safe       Safe       True
-73.99453,40.7173               Safe       Safe       True
-73.994904,40.7173              Safe       Safe       True
-73.995651,40.7173              Safe       Safe       True
-73.996025,40.7173              Safe       Safe       True
-73.99678,40.7173               Safe       Safe       True
-73.997154,40.7173              Safe       Safe       True
-73.997902,40.7173              Safe       Safe       True
-73.998283,40.7173              Safe       Safe       True
-73.999031,40.7173              Safe       Safe       True
-73.999405,40.7173              Safe       Safe       True
-74.000153,40.7173              Safe       Safe       True
-74.000534,40.7173              Safe       Safe       True
-74.001282,40.7173              Safe       Safe       True
-74.001656,40.7173              Safe       Safe       True
-74.002411,40.7173              Safe       Safe       True
-74.002785,40.7173              Safe       Safe       True
-74.003532,40.7173              Safe       Safe       True
-74.003906,40.7173              Safe       Safe       True
-74.004662,40.7173              Safe       Safe       True
-74.005035,40.7173              Safe       Safe       True
-74.005783,40.7173              Safe       Safe       True
-74.006165,40.7173              Safe       Safe       True
-74.006912,40.7173              Safe       Safe       True
-74.007286,40.7173              Safe       Safe       True
-74.008034,40.7173              Safe       Safe       True
-74.008415,40.7173              Safe       Safe       True
-74.009163,40.7173              Safe       Safe       True
-74.009537,40.7173              Safe       Safe       True
-74.010292,40.7173              Safe       Safe       True
-74.010674,40.717304            Safe       Safe       True
-74.012581,40.717312            Safe       Safe       True
-74.01297,40.717316             Safe       Safe       True
-74.013763,40.717323            Safe       Safe       True
-74.01416,40.717335             Safe       Safe       True
-73.976135,40.717541            Safe       Safe       True
-73.978149,40.717606            Safe     Unsafe      False
-73.978539,40.717609            Safe     Unsafe      False
-73.979301,40.717617            Safe       Safe       True
-73.979691,40.717621            Safe       Safe       True
-73.980446,40.717625            Safe       Safe       True
-73.982704,40.717625            Safe       Safe       True
-73.983078,40.717625            Safe       Safe       True
-73.983833,40.717625            Safe       Safe       True
-73.984207,40.717625            Safe       Safe       True
-73.984955,40.717625            Safe       Safe       True
-73.985336,40.717625            Safe       Safe       True
-73.986084,40.717625            Safe       Safe       True
-73.986458,40.717625            Safe       Safe       True
-73.987206,40.717625            Safe     Unsafe      False
-73.987587,40.717625            Safe       Safe       True
-73.988335,40.717625            Safe       Safe       True
-73.988708,40.717625            Safe       Safe       True
-73.989464,40.717625            Safe     Unsafe      False
-73.989838,40.717625            Safe       Safe       True
-73.990585,40.717625            Safe       Safe       True
-73.990959,40.717625            Safe       Safe       True
-73.991714,40.717625            Safe       Safe       True
-73.992088,40.717625            Safe       Safe       True
-73.992836,40.717625            Safe       Safe       True
-73.993217,40.717625            Safe       Safe       True
-73.993965,40.717625            Safe       Safe       True
-73.994339,40.717625            Safe       Safe       True
-73.995087,40.717625            Safe       Safe       True
-73.995468,40.717625            Safe       Safe       True
-73.996216,40.717625            Safe       Safe       True
-73.99659,40.717625             Safe       Safe       True
-73.997345,40.717625            Safe       Safe       True
-73.997719,40.717625            Safe       Safe       True
-73.998466,40.717625            Safe       Safe       True
-73.99884,40.717625             Safe       Safe       True
-73.999596,40.717625            Safe       Safe       True
-73.999969,40.717625            Safe       Safe       True
-74.000717,40.717625            Safe       Safe       True
-74.001099,40.717625            Safe       Safe       True
-74.001846,40.717625            Safe       Safe       True
-74.00222,40.717625             Safe       Safe       True
-74.002968,40.717625            Safe       Safe       True
-74.003349,40.717625            Safe       Safe       True
-74.004097,40.717625            Safe       Safe       True
-74.004471,40.717625            Safe       Safe       True
-74.005226,40.717625            Safe       Safe       True
-74.0056,40.717625              Safe       Safe       True
-74.006348,40.717625            Safe       Safe       True
-74.006721,40.717625            Safe       Safe       True
-74.007477,40.717625            Safe       Safe       True
-74.007851,40.717625            Safe       Safe       True
-74.008598,40.717625            Safe       Safe       True
-74.00898,40.717625             Safe       Safe       True
-74.009727,40.717628            Safe       Safe       True
-74.010101,40.717628            Safe       Safe       True
-74.010864,40.717628            Safe       Safe       True
-74.01239,40.717636             Safe       Safe       True
-74.013168,40.717644            Safe       Safe       True
-74.013565,40.717648            Safe       Safe       True
-74.014389,40.717651            Safe       Safe       True
-73.9758,40.717762              Safe       Safe       True
-73.976364,40.717876            Safe       Safe       True
-73.976761,40.717903            Safe       Safe       True
-73.977562,40.717922            Safe       Safe       True
-73.977959,40.71793             Safe     Unsafe      False
-73.978729,40.717937            Safe     Unsafe      False
-73.979881,40.717945            Safe       Safe       True
-73.980263,40.717949            Safe       Safe       True
-73.98214,40.717953             Safe       Safe       True
-73.982521,40.717953            Safe       Safe       True
-73.983269,40.717953            Safe       Safe       True
-73.983643,40.717953            Safe       Safe       True
-73.984398,40.717953            Safe     Unsafe      False
-73.984772,40.717953            Safe       Safe       True
-73.985519,40.717953            Safe       Safe       True
-73.985893,40.717953            Safe       Safe       True
-73.986649,40.717953            Safe       Safe       True
-73.987022,40.717953            Safe       Safe       True
-73.98777,40.717953             Safe       Safe       True
-73.988144,40.717953            Safe       Safe       True
-73.988899,40.717953            Safe       Safe       True
-73.989273,40.717953            Safe       Safe       True
-73.990021,40.717953            Safe       Safe       True
-73.990402,40.717953            Safe       Safe       True
-73.99115,40.717953             Safe       Safe       True
-73.991524,40.717953            Safe       Safe       True
-73.992279,40.717953            Safe       Safe       True
-73.992653,40.717953            Safe       Safe       True
-73.993401,40.717953            Safe       Safe       True
-73.993774,40.717953            Safe       Safe       True
-73.99453,40.717953             Safe       Safe       True
-73.994904,40.717953            Safe       Safe       True
-73.995651,40.717953            Safe       Safe       True
-73.996025,40.717953            Safe       Safe       True
-73.99678,40.717953             Safe       Safe       True
-73.997154,40.717953            Safe       Safe       True
-73.997902,40.717953            Safe       Safe       True
-73.998283,40.717953            Safe       Safe       True
-73.999031,40.717953            Safe       Safe       True
-73.999405,40.717953            Safe       Safe       True
-74.000153,40.717953            Safe       Safe       True
-74.000534,40.717953            Safe       Safe       True
-74.001282,40.717953            Safe       Safe       True
-74.001656,40.717953            Safe       Safe       True
-74.002411,40.717953            Safe       Safe       True
-74.002785,40.717953            Safe       Safe       True
-74.003532,40.717953            Safe       Safe       True
-74.003906,40.717953            Safe       Safe       True
-74.004662,40.717953            Safe       Safe       True
-74.005035,40.717953            Safe       Safe       True
-74.005783,40.717953            Safe       Safe       True
-74.006165,40.717953            Safe       Safe       True
-74.006912,40.717953            Safe       Safe       True
-74.007286,40.717953            Safe       Safe       True
-74.008034,40.717953            Safe       Safe       True
-74.008415,40.717953            Safe       Safe       True
-74.009163,40.717953            Safe       Safe       True
-74.009537,40.717953            Safe       Safe       True
-74.010292,40.717953            Safe       Safe       True
-74.010674,40.717953            Safe       Safe       True
-74.014191,40.717964            Safe       Safe       True
-74.012589,40.717964            Safe       Safe       True
-74.012978,40.717964            Safe       Safe       True
-74.013771,40.717968            Safe       Safe       True
-73.975853,40.718216            Safe       Safe       True
-73.976196,40.718216            Safe       Safe       True
-73.976974,40.718239            Safe       Safe       True
-73.977371,40.718246            Safe       Safe       True
-73.978157,40.718258            Safe     Unsafe      False
-73.978546,40.718262            Safe     Unsafe      False
-73.979309,40.718269            Safe     Unsafe      False
-73.979691,40.718269            Safe     Unsafe      False
-73.981956,40.718273            Safe       Safe       True
-73.982704,40.718277            Safe       Safe       True
-73.983078,40.718277            Safe       Safe       True
-73.983833,40.718277            Safe       Safe       True
-73.984207,40.718277            Safe     Unsafe      False
-73.984955,40.718277            Safe       Safe       True
-73.985336,40.718277            Safe       Safe       True
-73.986084,40.718277            Safe       Safe       True
-73.986458,40.718277            Safe       Safe       True
-73.987206,40.718277            Safe       Safe       True
-73.987587,40.718277            Safe       Safe       True
-73.988335,40.718277            Safe       Safe       True
-73.988708,40.718277            Safe       Safe       True
-73.989464,40.718277            Safe       Safe       True
-73.989838,40.718277            Safe       Safe       True
-73.990585,40.718277            Safe       Safe       True
-73.990959,40.718277            Safe       Safe       True
-73.991714,40.718277            Safe       Safe       True
-73.992088,40.718277            Safe       Safe       True
-73.992836,40.718277            Safe       Safe       True
-73.993217,40.718277            Safe       Safe       True
-73.993965,40.718277            Safe       Safe       True
-73.994339,40.718277            Safe       Safe       True
-73.995087,40.718277            Safe       Safe       True
-73.995468,40.718277            Safe       Safe       True
-73.996216,40.718277            Safe       Safe       True
-73.99659,40.718277             Safe       Safe       True
-73.997345,40.718277            Safe       Safe       True
-73.997719,40.718277            Safe       Safe       True
-73.998466,40.718277            Safe       Safe       True
-73.99884,40.718277             Safe       Safe       True
-73.999596,40.718277            Safe       Safe       True
-73.999969,40.718277            Safe       Safe       True
-74.000717,40.718277            Safe       Safe       True
-74.001099,40.718277            Safe       Safe       True
-74.001846,40.718277            Safe       Safe       True
-74.00222,40.718277             Safe       Safe       True
-74.002968,40.718277            Safe       Safe       True
-74.003349,40.718277            Safe       Safe       True
-74.004097,40.718277            Safe       Safe       True
-74.004471,40.718277            Safe       Safe       True
-74.005226,40.718277            Safe       Safe       True
-74.0056,40.718277              Safe       Safe       True
-74.006348,40.718277            Safe       Safe       True
-74.006721,40.718277            Safe       Safe       True
-74.007477,40.718277            Safe       Safe       True
-74.007851,40.718277            Safe       Safe       True
-74.008598,40.718277            Safe       Safe       True
-74.00898,40.718277             Safe       Safe       True
-74.009727,40.718277            Safe       Safe       True
-74.010109,40.718277            Safe       Safe       True
-74.010864,40.718281            Safe       Safe       True
-74.014374,40.718285            Safe       Safe       True
-74.012009,40.718285            Safe       Safe       True
-74.012398,40.718288            Safe       Safe       True
-74.013184,40.718296            Safe       Safe       True
-73.975639,40.718555            Safe       Safe       True
-73.976791,40.718567            Safe       Safe       True
-73.976402,40.718571            Safe       Safe       True
-73.977577,40.718575            Safe       Safe       True
-73.977966,40.718582            Safe       Safe       True
-73.978737,40.71859             Safe     Unsafe      False
-73.979118,40.718594            Safe     Unsafe      False
-73.979881,40.718597            Safe       Safe       True
-73.98214,40.718601             Safe       Safe       True
-73.982521,40.718601            Safe       Safe       True
-73.983269,40.718601            Safe       Safe       True
-73.983643,40.718601            Safe       Safe       True
-73.984398,40.718601            Safe       Safe       True
-73.984772,40.718601            Safe       Safe       True
-73.985519,40.718601            Safe       Safe       True
-73.985893,40.718601            Safe       Safe       True
-73.986649,40.718601            Safe       Safe       True
-73.987022,40.718601            Safe       Safe       True
-73.98777,40.718601             Safe       Safe       True
-73.988144,40.718601            Safe       Safe       True
-73.988899,40.718601            Safe       Safe       True
-73.989273,40.718601            Safe       Safe       True
-73.990021,40.718601            Safe       Safe       True
-73.990402,40.718601            Safe       Safe       True
-73.99115,40.718601             Safe       Safe       True
-73.991524,40.718601            Safe       Safe       True
-73.992279,40.718601            Safe       Safe       True
-73.992653,40.718601            Safe       Safe       True
-73.993401,40.718601            Safe       Safe       True
-73.993774,40.718601            Safe       Safe       True
-73.99453,40.718601             Safe       Safe       True
-73.994904,40.718601            Safe       Safe       True
-73.995651,40.718601            Safe       Safe       True
-73.996025,40.718601            Safe       Safe       True
-73.99678,40.718601             Safe       Safe       True
-73.997154,40.718601            Safe       Safe       True
-73.997902,40.718601            Safe       Safe       True
-73.998283,40.718601            Safe       Safe       True
-73.999031,40.718601            Safe       Safe       True
-73.999405,40.718601            Safe       Safe       True
-74.000153,40.718601            Safe       Safe       True
-74.000534,40.718601            Safe       Safe       True
-74.001282,40.718601            Safe       Safe       True
-74.001656,40.718601            Safe       Safe       True
-74.002411,40.718601            Safe       Safe       True
-74.002785,40.718601            Safe       Safe       True
-74.003532,40.718601            Safe       Safe       True
-74.003906,40.718601            Safe       Safe       True
-74.004662,40.718601            Safe       Safe       True
-74.005035,40.718601            Safe       Safe       True
-74.005783,40.718601            Safe       Safe       True
-74.006165,40.718601            Safe       Safe       True
-74.006912,40.718601            Safe       Safe       True
-74.007286,40.718601            Safe       Safe       True
-74.008041,40.718601            Safe       Safe       True
-74.008415,40.718601            Safe       Safe       True
-74.009163,40.718601            Safe       Safe       True
-74.009544,40.718601            Safe       Safe       True
-74.0103,40.718601              Safe       Safe       True
-74.010674,40.718605            Safe       Safe       True
-74.011436,40.718609            Safe       Safe       True
-74.011818,40.718613            Safe     Unsafe      False
-74.012596,40.718616            Safe       Safe       True
-74.012993,40.71862             Safe       Safe       True
-73.975792,40.718884            Safe       Safe       True
-73.976212,40.718895            Safe       Safe       True
-73.976997,40.718903            Safe       Safe       True
-73.977386,40.718903            Safe       Safe       True
-73.979317,40.718922            Safe       Safe       True
-73.979691,40.718922            Safe       Safe       True
-73.980827,40.718925            Safe       Safe       True
-73.981583,40.718925            Safe       Safe       True
-73.981956,40.718925            Safe       Safe       True
-73.982704,40.718925            Safe       Safe       True
-73.983078,40.718925            Safe       Safe       True
-73.983833,40.718925            Safe       Safe       True
-73.984207,40.718925            Safe       Safe       True
-73.984955,40.718925            Safe       Safe       True
-73.985336,40.718925            Safe       Safe       True
-73.986084,40.718925            Safe       Safe       True
-73.986458,40.718925            Safe       Safe       True
-73.987206,40.718925            Safe       Safe       True
-73.987587,40.718925            Safe       Safe       True
-73.988335,40.718925            Safe       Safe       True
-73.988708,40.718925            Safe       Safe       True
-73.989464,40.718925            Safe       Safe       True
-73.989838,40.718925            Safe       Safe       True
-73.990585,40.718925            Safe       Safe       True
-73.990959,40.718925            Safe       Safe       True
-73.991714,40.718925            Safe       Safe       True
-73.992088,40.718925            Safe       Safe       True
-73.992836,40.718925            Safe       Safe       True
-73.993217,40.718925            Safe       Safe       True
-73.993965,40.718925            Safe       Safe       True
-73.994339,40.718925            Safe       Safe       True
-73.995087,40.718925            Safe       Safe       True
-73.995468,40.718925            Safe       Safe       True
-73.996216,40.718925            Safe       Safe       True
-73.99659,40.718925             Safe       Safe       True
-73.997345,40.718925            Safe       Safe       True
-73.997719,40.718925            Safe       Safe       True
-73.998466,40.718925            Safe       Safe       True
-73.99884,40.718925             Safe       Safe       True
-73.999596,40.718925            Safe       Safe       True
-73.999969,40.718925            Safe       Safe       True
-74.000717,40.718925            Safe       Safe       True
-74.001099,40.718925            Safe       Safe       True
-74.001846,40.718925            Safe       Safe       True
-74.00222,40.718925             Safe       Safe       True
-74.002968,40.718925            Safe       Safe       True
-74.003349,40.718925            Safe       Safe       True
-74.004097,40.718925            Safe       Safe       True
-74.004471,40.718925            Safe       Safe       True
-74.005226,40.718925            Safe       Safe       True
-74.0056,40.718925              Safe       Safe       True
-74.006348,40.718925            Safe       Safe       True
-74.006721,40.718925            Safe       Safe       True
-74.007477,40.718925            Safe       Safe       True
-74.007851,40.718925            Safe       Safe       True
-74.008598,40.718925            Safe       Safe       True
-74.00898,40.718925             Safe       Safe       True
-74.009727,40.718925            Safe       Safe       True
-74.010109,40.718929            Safe       Safe       True
-74.010864,40.718929            Safe       Safe       True
-74.011246,40.718933            Safe       Safe       True
-74.012016,40.718941            Safe       Safe       True
-74.012405,40.718941            Safe       Safe       True
-74.013191,40.718952            Safe       Safe       True
-73.975586,40.719185            Safe       Safe       True
-73.97641,40.719219             Safe       Safe       True
-73.976807,40.719227            Safe       Safe       True
-73.977585,40.719234            Safe       Safe       True
-73.977974,40.719238            Safe       Safe       True
-73.978745,40.719242            Safe       Safe       True
-73.979126,40.719246            Safe       Safe       True
-73.981018,40.71925             Safe       Safe       True
-73.981392,40.71925             Safe       Safe       True
-73.98214,40.71925              Safe       Safe       True
-73.982521,40.71925             Safe       Safe       True
-73.983269,40.71925             Safe       Safe       True
-73.983643,40.71925             Safe       Safe       True
-73.984398,40.71925             Safe       Safe       True
-73.984772,40.71925             Safe       Safe       True
-73.985519,40.71925             Safe       Safe       True
-73.985893,40.71925             Safe       Safe       True
-73.986649,40.71925             Safe       Safe       True
-73.987022,40.71925             Safe       Safe       True
-73.98777,40.71925              Safe       Safe       True
-73.988144,40.71925             Safe       Safe       True
-73.988899,40.71925             Safe       Safe       True
-73.989273,40.71925             Safe       Safe       True
-73.990021,40.71925             Safe       Safe       True
-73.990402,40.71925             Safe       Safe       True
-73.99115,40.71925              Safe       Safe       True
-73.991524,40.71925             Safe       Safe       True
-73.992279,40.71925             Safe       Safe       True
-73.992653,40.71925             Safe       Safe       True
-73.993401,40.71925             Safe       Safe       True
-73.993774,40.71925             Safe       Safe       True
-73.99453,40.71925              Safe       Safe       True
-73.994904,40.71925             Safe       Safe       True
-73.995651,40.71925             Safe       Safe       True
-73.996025,40.71925             Safe       Safe       True
-73.99678,40.71925              Safe       Safe       True
-73.997154,40.71925             Safe       Safe       True
-73.997902,40.71925             Safe       Safe       True
-73.998283,40.71925             Safe       Safe       True
-73.999031,40.71925             Safe       Safe       True
-73.999405,40.71925           Unsafe       Safe      False
-74.000153,40.71925             Safe       Safe       True
-74.000534,40.71925             Safe       Safe       True
-74.001282,40.71925             Safe       Safe       True
-74.001656,40.71925             Safe       Safe       True
-74.002411,40.71925             Safe       Safe       True
-74.002785,40.71925             Safe       Safe       True
-74.003532,40.71925             Safe       Safe       True
-74.003906,40.71925             Safe       Safe       True
-74.004662,40.71925             Safe       Safe       True
-74.005035,40.71925             Safe       Safe       True
-74.005783,40.71925             Safe       Safe       True
-74.006165,40.71925             Safe       Safe       True
-74.006912,40.71925             Safe       Safe       True
-74.007286,40.71925             Safe       Safe       True
-74.008041,40.71925             Safe       Safe       True
-74.008415,40.71925             Safe       Safe       True
-74.009163,40.71925             Safe       Safe       True
-74.009544,40.719254            Safe       Safe       True
-74.0103,40.719254              Safe       Safe       True
-74.010674,40.719254            Safe       Safe       True
-74.011444,40.719261            Safe       Safe       True
-74.011826,40.719261            Safe       Safe       True
-74.012604,40.719273            Safe       Safe       True
-74.013,40.71928                Safe       Safe       True
-73.975258,40.719414            Safe     Unsafe      False
-73.975807,40.719521            Safe       Safe       True
-73.976204,40.719543            Safe       Safe       True
-73.976997,40.719559            Safe       Safe       True
-73.977394,40.719563            Safe       Safe       True
-73.978172,40.719566            Safe       Safe       True
-73.978554,40.71957             Safe       Safe       True
-73.979317,40.71957             Safe       Safe       True
-73.981583,40.719578            Safe       Safe       True
-73.981956,40.719578            Safe       Safe       True
-73.982704,40.719578            Safe       Safe       True
-73.983078,40.719578            Safe       Safe       True
-73.983833,40.719578            Safe       Safe       True
-73.984207,40.719578            Safe       Safe       True
-73.984955,40.719578            Safe       Safe       True
-73.985336,40.719578            Safe       Safe       True
-73.986084,40.719578            Safe       Safe       True
-73.986458,40.719578            Safe       Safe       True
-73.987206,40.719578            Safe       Safe       True
-73.987587,40.719578            Safe       Safe       True
-73.988335,40.719578            Safe       Safe       True
-73.988708,40.719578            Safe       Safe       True
-73.989464,40.719578            Safe       Safe       True
-73.989838,40.719578            Safe       Safe       True
-73.990585,40.719578            Safe       Safe       True
-73.990959,40.719578            Safe       Safe       True
-73.991714,40.719578            Safe       Safe       True
-73.992088,40.719578            Safe       Safe       True
-73.992836,40.719578            Safe       Safe       True
-73.993217,40.719578            Safe       Safe       True
-73.993965,40.719578            Safe       Safe       True
-73.994339,40.719578            Safe       Safe       True
-73.995087,40.719578            Safe       Safe       True
-73.995468,40.719578            Safe       Safe       True
-73.996216,40.719578            Safe       Safe       True
-73.99659,40.719578             Safe       Safe       True
-73.997345,40.719578            Safe       Safe       True
-73.997719,40.719578            Safe       Safe       True
-73.998466,40.719578            Safe       Safe       True
-73.99884,40.719578             Safe       Safe       True
-73.999596,40.719578            Safe       Safe       True
-73.999969,40.719578            Safe       Safe       True
-74.000717,40.719578            Safe       Safe       True
-74.001099,40.719578            Safe       Safe       True
-74.001846,40.719578            Safe       Safe       True
-74.00222,40.719578             Safe       Safe       True
-74.002968,40.719578            Safe       Safe       True
-74.003349,40.719578            Safe       Safe       True
-74.004097,40.719578            Safe       Safe       True
-74.004471,40.719578            Safe       Safe       True
-74.005226,40.719578            Safe       Safe       True
-74.0056,40.719578              Safe       Safe       True
-74.006348,40.719578            Safe       Safe       True
-74.006721,40.719578            Safe       Safe       True
-74.007477,40.719578            Safe       Safe       True
-74.007851,40.719578            Safe       Safe       True
-74.008598,40.719578            Safe       Safe       True
-74.00898,40.719578             Safe       Safe       True
-74.009727,40.719578            Safe       Safe       True
-74.010109,40.719578            Safe       Safe       True
-74.012024,40.719593            Safe       Safe       True
-74.012413,40.719597            Safe       Safe       True
-73.975304,40.719872            Safe       Safe       True
-73.977592,40.719891            Safe       Safe       True
-73.977982,40.719891            Safe       Safe       True
-73.978745,40.719894            Safe       Safe       True
-73.979126,40.719898            Safe       Safe       True
-73.979889,40.719898            Safe       Safe       True
-73.980263,40.719898            Safe       Safe       True
-73.981392,40.719902            Safe       Safe       True
-73.98214,40.719902             Safe       Safe       True
-73.982521,40.719902            Safe       Safe       True
-73.983269,40.719902            Safe       Safe       True
-73.983643,40.719902            Safe       Safe       True
-73.984398,40.719902            Safe       Safe       True
-73.984772,40.719902            Safe       Safe       True
-73.985519,40.719902            Safe       Safe       True
-73.985893,40.719902            Safe       Safe       True
-73.986649,40.719902            Safe       Safe       True
-73.987022,40.719902            Safe       Safe       True
-73.98777,40.719902             Safe       Safe       True
-73.988144,40.719902            Safe       Safe       True
-73.988899,40.719902            Safe       Safe       True
-73.989273,40.719902            Safe       Safe       True
-73.990021,40.719902            Safe       Safe       True
-73.990402,40.719902            Safe       Safe       True
-73.99115,40.719902             Safe       Safe       True
-73.991524,40.719902            Safe       Safe       True
-73.992279,40.719902            Safe       Safe       True
-73.992653,40.719902            Safe       Safe       True
-73.993401,40.719902            Safe       Safe       True
-73.993774,40.719902            Safe       Safe       True
-73.99453,40.719902             Safe       Safe       True
-73.994904,40.719902            Safe       Safe       True
-73.995651,40.719902            Safe       Safe       True
-73.996025,40.719902            Safe       Safe       True
-73.99678,40.719902             Safe       Safe       True
-73.997154,40.719902            Safe       Safe       True
-73.997902,40.719902            Safe       Safe       True
-73.998283,40.719902            Safe       Safe       True
-73.999031,40.719902            Safe       Safe       True
-73.999405,40.719902            Safe       Safe       True
-74.000153,40.719902            Safe       Safe       True
-74.000534,40.719902            Safe       Safe       True
-74.001282,40.719902            Safe       Safe       True
-74.001656,40.719902            Safe       Safe       True
-74.002411,40.719902            Safe       Safe       True
-74.002785,40.719902            Safe       Safe       True
-74.003532,40.719902            Safe       Safe       True
-74.003906,40.719902            Safe       Safe       True
-74.004662,40.719902            Safe       Safe       True
-74.005035,40.719902            Safe       Safe       True
-74.005783,40.719902            Safe       Safe       True
-74.006165,40.719902            Safe       Safe       True
-74.006912,40.719902            Safe       Safe       True
-74.007286,40.719902            Safe       Safe       True
-74.008041,40.719902            Safe       Safe       True
-74.008415,40.719902            Safe       Safe       True
-74.009163,40.719902            Safe       Safe       True
-74.009544,40.719902            Safe       Safe       True
-74.0103,40.719906              Safe       Safe       True
-74.010681,40.719906            Safe       Safe       True
-74.011452,40.719913            Safe       Safe       True
-74.011833,40.719917            Safe       Safe       True
-74.012619,40.719929            Safe       Safe       True
-73.978172,40.720219            Safe       Safe       True
-73.975098,40.720222            Safe       Safe       True
-73.978554,40.720222            Safe       Safe       True
-73.979317,40.720222            Safe       Safe       True
-73.979698,40.720222            Safe       Safe       True
-73.980453,40.720226            Safe       Safe       True
-73.980827,40.720226            Safe       Safe       True
-73.981583,40.720226            Safe       Safe       True
-73.981956,40.720226            Safe       Safe       True
-73.982704,40.720226            Safe       Safe       True
-73.983078,40.720226            Safe       Safe       True
-73.983833,40.720226            Safe       Safe       True
-73.984207,40.720226            Safe       Safe       True
-73.984955,40.720226            Safe       Safe       True
-73.985336,40.720226            Safe       Safe       True
-73.986084,40.720226            Safe       Safe       True
-73.986458,40.720226            Safe       Safe       True
-73.987206,40.720226            Safe       Safe       True
-73.987587,40.720226            Safe       Safe       True
-73.988335,40.720226            Safe       Safe       True
-73.988708,40.720226            Safe       Safe       True
-73.989464,40.720226            Safe       Safe       True
-73.989838,40.720226            Safe       Safe       True
-73.990585,40.720226            Safe       Safe       True
-73.990959,40.720226            Safe       Safe       True
-73.991714,40.720226            Safe       Safe       True
-73.992088,40.720226            Safe       Safe       True
-73.992836,40.720226            Safe       Safe       True
-73.993217,40.720226            Safe       Safe       True
-73.993965,40.720226            Safe       Safe       True
-73.994339,40.720226            Safe       Safe       True
-73.995087,40.720226            Safe       Safe       True
-73.995468,40.720226            Safe       Safe       True
-73.996216,40.720226            Safe       Safe       True
-73.99659,40.720226             Safe       Safe       True
-73.997345,40.720226            Safe       Safe       True
-73.997719,40.720226            Safe       Safe       True
-73.998466,40.720226            Safe       Safe       True
-73.99884,40.720226             Safe       Safe       True
-73.999596,40.720226            Safe       Safe       True
-73.999969,40.720226            Safe       Safe       True
-74.000717,40.720226            Safe       Safe       True
-74.001099,40.720226            Safe       Safe       True
-74.001846,40.720226            Safe       Safe       True
-74.00222,40.720226             Safe       Safe       True
-74.002968,40.720226            Safe       Safe       True
-74.003349,40.720226            Safe       Safe       True
-74.004097,40.720226            Safe       Safe       True
-74.004471,40.720226            Safe       Safe       True
-74.005226,40.720226            Safe       Safe       True
-74.0056,40.720226              Safe       Safe       True
-74.006348,40.720226            Safe       Safe       True
-74.006721,40.720226            Safe       Safe       True
-74.007477,40.720226            Safe       Safe       True
-74.007851,40.720226            Safe       Safe       True
-74.008598,40.720226            Safe       Safe       True
-74.00898,40.720226             Safe       Safe       True
-74.009735,40.720226            Safe       Safe       True
-74.010109,40.72023             Safe       Safe       True
-74.010872,40.720234            Safe       Safe       True
-74.011261,40.720238            Safe       Safe       True
-74.012032,40.720245            Safe       Safe       True
-74.012428,40.720253            Safe       Safe       True
-73.977982,40.720543            Safe       Safe       True
-73.978752,40.720547            Safe       Safe       True
-73.979134,40.720547            Safe       Safe       True
-73.979889,40.720551            Safe       Safe       True
-73.980263,40.720551            Safe       Safe       True
-73.981018,40.720551            Safe       Safe       True
-73.981392,40.720551            Safe       Safe       True
-73.98214,40.720551             Safe       Safe       True
-73.982521,40.720551            Safe       Safe       True
-73.983269,40.720551            Safe       Safe       True
-73.983643,40.720551            Safe       Safe       True
-73.984398,40.720551            Safe       Safe       True
-73.984772,40.720551            Safe       Safe       True
-73.985519,40.720551            Safe       Safe       True
-73.985893,40.720551            Safe       Safe       True
-73.986649,40.720551            Safe       Safe       True
-73.987022,40.720551            Safe       Safe       True
-73.98777,40.720551             Safe       Safe       True
-73.988144,40.720551            Safe       Safe       True
-73.988899,40.720551            Safe       Safe       True
-73.989273,40.720551            Safe       Safe       True
